epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7484022668429784,0.5700000000000001,0.470848673407657,0.3333333333333333,0.2857142857142857,0.4,0.4666666666666667,4,10,10,6,30,10,28.374004125595093
2,0.7006585036005293,0.66,0.6379482405072241,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.10822820663452
3,0.6356241813727788,0.63,0.501374726438665,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.26149892807007
4,0.6524548539093562,0.65,0.5984605745132061,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.03876280784607
5,0.6585471319300787,0.705,0.5150793650793651,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,28.13934826850891
6,0.5427204178912299,0.6849999999999999,0.5597459557985873,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.011077642440796
7,0.5214236708624023,0.75,0.7209253065774806,0.5263157894736842,0.5555555555555556,0.5,0.7,5,4,16,5,30,10,28.17307162284851
8,0.36995180238570485,0.7775,0.7187037037037036,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.188483476638794
9,0.2771769990080169,0.77,0.6885576923076924,0.46153846153846156,1.0,0.3,0.7666666666666667,3,0,20,7,30,10,27.983115434646606
10,0.22593904241387333,0.75,0.696818970503181,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.095620155334473
