epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7462742890630449,0.6525,0.49144624381466484,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.381831169128418
2,0.7070746115275792,0.71,0.46484487734487734,0.14285714285714285,0.25,0.1,0.6,1,3,17,9,30,10,28.179245948791504
3,0.6899024520601545,0.7175,0.5398583279465633,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.212117433547974
4,0.7072432892663139,0.6925,0.4892015392015392,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.056154251098633
5,0.6690994679927826,0.7175,0.5358333333333333,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.17657208442688
6,0.6599572990621839,0.74,0.5537632275132276,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.015836477279663
7,0.6519146714891706,0.775,0.6896560846560846,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.177305936813354
8,0.6187414978231702,0.6849999999999999,0.6037830687830688,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,28.13497805595398
9,0.6382653551442282,0.6549999999999999,0.45462570567833727,0.5263157894736842,0.5555555555555556,0.5,0.7,5,4,16,5,30,10,28.044390439987183
10,0.5264393921409335,0.775,0.6292592592592593,0.3076923076923077,0.6666666666666666,0.2,0.7,2,1,19,8,30,10,28.14594578742981
