epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7286878023828779,0.22999999999999998,0.26476943346508564,0.5,0.3333333333333333,1.0,0.3333333333333333,10,20,0,0,30,10,28.321742296218872
2,0.7214608303138188,0.6825,0.595952380952381,0.5,0.3888888888888889,0.7,0.5333333333333333,7,11,9,3,30,10,28.188594579696655
3,0.7084873352731977,0.655,0.4896414887794198,0.4,0.6,0.3,0.7,3,2,18,7,30,10,28.050026416778564
4,0.6794754607336861,0.755,0.6011494252873564,0.5142857142857142,0.36,0.9,0.43333333333333335,9,16,4,1,30,10,27.83232569694519
5,0.6615256071090698,0.6875,0.5180815282720909,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,27.856522798538208
6,0.5553210492644991,0.65,0.4603174603174603,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,27.790250062942505
7,0.43958612637860434,0.7749999999999999,0.6767446633825943,0.7777777777777778,0.875,0.7,0.8666666666666667,7,1,19,3,30,10,27.857563972473145
8,0.3261829936078617,0.6825,0.5112393162393163,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,27.822171688079834
9,0.2451148410992963,0.6900000000000001,0.5097127433969539,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,27.76922035217285
10,0.22478895224630832,0.6900000000000001,0.506833955518166,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,27.90639591217041
