epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7092325654294755,0.655,0.5863455988455989,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,4.052697420120239
2,0.6797726419236925,0.76,0.7372294372294372,0.5454545454545454,0.391304347826087,0.9,0.5,9,14,6,1,30,10,3.648510217666626
3,0.599872350692749,0.78,0.7272626009468114,0.5882352941176471,0.7142857142857143,0.5,0.7666666666666667,5,2,18,5,30,10,3.7069952487945557
4,0.4475138369533751,0.6950000000000001,0.5696363636363636,0.16666666666666666,0.5,0.1,0.6666666666666666,1,1,19,9,30,10,3.672316074371338
5,0.28524044735564125,0.6575,0.5273730898730898,0.375,0.5,0.3,0.6666666666666666,3,3,17,7,30,10,3.702899932861328
6,0.21541492434011567,0.755,0.683754257438468,0.625,0.8333333333333334,0.5,0.8,5,1,19,5,30,10,3.7105448246002197
