epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6893524428208669,0.695,0.6126048026048025,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,7.560766220092773
2,0.6990381942854987,0.695,0.6771494252873562,0.5142857142857142,0.36,0.9,0.43333333333333335,9,16,4,1,30,10,7.202913284301758
3,0.7021039260758294,0.66,0.5929696969696969,0.5925925925925926,0.47058823529411764,0.8,0.6333333333333333,8,9,11,2,30,10,7.1938111782073975
4,0.6913397444619073,0.66,0.5821904761904761,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,7.175283670425415
