epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6821456816461351,0.28500000000000003,0.2984367484367484,0.21428571428571427,0.16666666666666666,0.3,0.26666666666666666,3,15,5,7,30,10,5.03690505027771
2,0.6311547093921237,0.275,0.27510347486754017,0.1,0.1,0.1,0.4,1,9,11,9,30,10,4.659193515777588
3,0.6394942063424323,0.34500000000000003,0.32448223851874963,0.17391304347826086,0.15384615384615385,0.2,0.36666666666666664,2,11,9,8,30,10,4.6686530113220215
4,0.3538843244314194,0.355,0.3163066291945602,0.38461538461538464,0.3125,0.5,0.4666666666666667,5,11,9,5,30,10,4.6726133823394775
5,0.18600858623782793,0.33,0.28902193820672084,0.2222222222222222,0.25,0.2,0.5333333333333333,2,6,14,8,30,10,4.635710000991821
6,0.08324301284220484,0.32999999999999996,0.2883174603174603,0.21052631578947367,0.2222222222222222,0.2,0.5,2,7,13,8,30,10,4.68229866027832
7,0.03520519959015979,0.375,0.30254447364229975,0.13333333333333333,0.2,0.1,0.5666666666666667,1,4,16,9,30,10,4.673439264297485
8,0.02431063788632552,0.39,0.3176209971937109,0.2222222222222222,0.25,0.2,0.5333333333333333,2,6,14,8,30,10,4.672429323196411
9,0.01499332275448574,0.37,0.30570711759504865,0.13333333333333333,0.2,0.1,0.5666666666666667,1,4,16,9,30,10,4.688840627670288
10,0.015117906603134341,0.365,0.30094521283314385,0.13333333333333333,0.2,0.1,0.5666666666666667,1,4,16,9,30,10,4.708310842514038
