epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6806530715389685,0.6166666666666667,0.6409730848861283,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.40846705436707
2,0.6378511071318027,0.5583333333333333,0.5858974358974359,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.92601919174194
3,0.569658362165545,0.6027777777777779,0.5904790962914532,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.10557627677917
4,0.4864315585035718,0.6555555555555556,0.5378937728937728,0.0,0.0,0.0,0.6071428571428571,0,1,17,10,28,10,109.98960304260254
5,0.3912315806515063,0.6388888888888888,0.5230574980574981,0.0,0.0,0.0,0.6071428571428571,0,1,17,10,28,10,109.98253893852234
6,0.24746432381145883,0.5944444444444444,0.4164466089466089,0.3333333333333333,0.375,0.3,0.5714285714285714,3,5,13,7,28,10,109.76530408859253
7,0.1632513273648466,0.6611111111111112,0.4723671497584541,0.15384615384615385,0.3333333333333333,0.1,0.6071428571428571,1,2,16,9,28,10,109.1123571395874
8,0.1240492651246093,0.6444444444444444,0.45936507936507937,0.14285714285714285,0.25,0.1,0.5714285714285714,1,3,15,9,28,10,109.30446529388428
9,0.1474207737059756,0.5944444444444444,0.4214466089466089,0.14285714285714285,0.25,0.1,0.5714285714285714,1,3,15,9,28,10,109.09561276435852
10,0.11227162828965281,0.6111111111111112,0.4310894660894661,0.14285714285714285,0.25,0.1,0.5714285714285714,1,3,15,9,28,10,110.30442881584167
