epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.8898279292242868,0.35,0.2870884754868131,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,30.123008251190186
2,0.6301260411739349,0.26749999999999996,0.26406772575250836,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,29.929818153381348
3,0.41113796319280355,0.3125,0.29460654288240495,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,29.950748205184937
4,0.18189850555998938,0.38749999999999996,0.30096122268536063,0.0,0.0,0.0,0.5,0,5,15,10,30,10,29.764225244522095
5,0.10330104450029987,0.3775,0.3125391849529781,0.0,0.0,0.0,0.6,0,2,18,10,30,10,29.95685362815857
6,0.04368623622826168,0.4275,0.3235064935064935,0.0,0.0,0.0,0.6,0,2,18,10,30,10,29.865947723388672
7,0.019827593490481375,0.455,0.3270367053125674,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,29.95010209083557
8,0.009703717108017632,0.4875,0.33675713175713173,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,30.003316640853882
9,0.006725699762215039,0.51,0.3526900584795322,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,29.785669565200806
10,0.005636466307831662,0.51,0.36625489453075666,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,29.983910083770752
