epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7425129314263662,0.5125,0.3574922581444321,0.5,0.3333333333333333,1.0,0.3333333333333333,10,20,0,0,30,10,5.075868606567383
2,0.7327485150761075,0.325,0.27144607244607244,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,4.679744482040405
3,0.6833192772335477,0.46499999999999997,0.4214204875584186,0.5128205128205128,0.3448275862068966,1.0,0.36666666666666664,10,19,1,0,30,10,4.670319080352783
4,0.6635113888316684,0.535,0.46717965367965364,0.14285714285714285,0.25,0.1,0.6,1,3,17,9,30,10,4.68742823600769
5,0.5936557153860728,0.625,0.47873279320849654,0.5142857142857142,0.36,0.9,0.43333333333333335,9,16,4,1,30,10,4.621944189071655
6,0.4588966791828473,0.725,0.5104570919276801,0.6363636363636364,0.5833333333333334,0.7,0.7333333333333333,7,5,15,3,30,10,4.66300630569458
7,0.29363534102837247,0.745,0.5669298245614034,0.16666666666666666,0.5,0.1,0.6666666666666666,1,1,19,9,30,10,4.688821315765381
8,0.19550389134221607,0.78,0.6601584088426193,0.375,0.5,0.3,0.6666666666666666,3,3,17,7,30,10,4.644640684127808
9,0.14121448952290747,0.725,0.6281313131313131,0.4444444444444444,0.5,0.4,0.6666666666666666,4,4,16,6,30,10,4.657126426696777
10,0.11347692997919188,0.7475,0.6445415695415695,0.5263157894736842,0.5555555555555556,0.5,0.7,5,4,16,5,30,10,4.635101556777954
