model,condition,seed,variant,variant_group,run_type,family,run_name,auroc,ap,f1,precision,recall,accuracy,best_val_auroc,tp,fp,tn,fn,n,n_pos,best_epoch
bert-large,scripted,44,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s44,0.3838383838383838,0.4143175437186326,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.6475000000000001,2.0,2.0,16.0,9.0,29.0,11.0,5.0
bert-large,scripted,55,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s55,0.3762626262626262,0.3249522875016946,0.0,0.0,0.0,0.4137931034482758,0.76,0.0,6.0,12.0,11.0,29.0,11.0,8.0
bert-large,scripted,66,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s66,0.398989898989899,0.3319917292264604,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.3793103448275862,0.64,2.0,9.0,9.0,9.0,29.0,11.0,4.0
bert-large,scripted,77,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s77,0.4696969696969696,0.4336149499832364,0.1666666666666666,1.0,0.0909090909090909,0.6551724137931034,0.61,1.0,0.0,18.0,10.0,29.0,11.0,2.0
bert-large,scripted,88,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s88,0.3459595959595959,0.3142959476920979,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.4482758620689655,0.8,3.0,8.0,10.0,8.0,29.0,11.0,2.0
bert-large,scripted,99,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s99,0.3888888888888888,0.4144351148576308,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.725,2.0,2.0,16.0,9.0,29.0,11.0,4.0
bert-large,scripted,100,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s100,0.3333333333333333,0.3971419849162796,0.0,0.0,0.0,0.6206896551724138,0.785,0.0,0.0,18.0,11.0,29.0,11.0,3.0
bert-large,scripted,111,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s111,0.4419191919191919,0.3841103049873665,0.0,0.0,0.0,0.6206896551724138,0.8,0.0,0.0,18.0,11.0,29.0,11.0,2.0
bert-large,scripted,123,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s123,0.4393939393939393,0.3513125763125763,0.0,0.0,0.0,0.6206896551724138,0.615,0.0,0.0,18.0,11.0,29.0,11.0,8.0
bert-large,scripted,234,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s234,0.3636363636363636,0.3247808133924286,0.0,0.0,0.0,0.6206896551724138,0.675,0.0,0.0,18.0,11.0,29.0,11.0,2.0
bert-large,scripted,345,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s345,0.5555555555555556,0.5067611937177154,0.3529411764705882,0.5,0.2727272727272727,0.6206896551724138,0.8099999999999999,3.0,3.0,15.0,8.0,29.0,11.0,3.0
bert-large,scripted,456,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s456,0.409090909090909,0.4173302814682125,0.3571428571428571,0.2941176470588235,0.4545454545454545,0.3793103448275862,0.79,5.0,12.0,6.0,6.0,29.0,11.0,4.0
bert-large,scripted,567,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s567,0.5303030303030303,0.4548067252612707,0.0,0.0,0.0,0.6206896551724138,0.5800000000000001,0.0,0.0,18.0,11.0,29.0,11.0,4.0
bert-large,scripted,678,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s678,0.4797979797979798,0.4128580810816898,0.3,0.3333333333333333,0.2727272727272727,0.5172413793103449,0.695,3.0,6.0,12.0,8.0,29.0,11.0,3.0
bert-large,scripted,789,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s789,0.452020202020202,0.3631145006391594,0.0,0.0,0.0,0.6206896551724138,0.7725000000000001,0.0,0.0,18.0,11.0,29.0,11.0,5.0
bert-large,scripted,890,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s890,0.3434343434343434,0.3313948262076604,0.0,0.0,0.0,0.4827586206896552,0.6699999999999999,0.0,4.0,14.0,11.0,29.0,11.0,3.0
bert-large,scripted,901,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s901,0.3535353535353536,0.3185368449670509,0.0,0.0,0.0,0.6206896551724138,0.775,0.0,0.0,18.0,11.0,29.0,11.0,7.0
bert-large,scripted,999,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s999,0.3560606060606061,0.3321005129404338,0.0,0.0,0.0,0.6206896551724138,0.7075,0.0,0.0,18.0,11.0,29.0,11.0,1.0
bert-large,scripted,2024,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s2024,0.3434343434343434,0.3202029452029452,0.2608695652173913,0.25,0.2727272727272727,0.4137931034482758,0.745,3.0,9.0,9.0,8.0,29.0,11.0,2.0
bert-large,scripted,2025,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s2025,0.409090909090909,0.3420343314939431,0.4,0.3571428571428571,0.4545454545454545,0.4827586206896552,0.8150000000000001,5.0,9.0,9.0,6.0,29.0,11.0,4.0
bert-large,scripted,2026,default,default,default_sweep,bert-large_scripted,bert-large_scripted_s2026,0.5252525252525252,0.4055489964580874,0.1333333333333333,0.25,0.0909090909090909,0.5517241379310345,0.685,1.0,3.0,15.0,10.0,29.0,11.0,5.0
distilbert,full,0,default,default,default_sweep,distilbert_full,distilbert_full_s0,0.595959595959596,0.5184186540290996,0.0,0.0,0.0,0.5862068965517241,0.635,0.0,1.0,17.0,11.0,29.0,11.0,3.0
distilbert,full,1,default,default,default_sweep,distilbert_full,distilbert_full_s1,0.6868686868686869,0.694973040427586,0.5,0.8,0.3636363636363636,0.7241379310344828,0.385,4.0,1.0,17.0,7.0,29.0,11.0,1.0
distilbert,full,2,default,default,default_sweep,distilbert_full,distilbert_full_s2,0.4343434343434343,0.3815574576938214,0.1428571428571428,0.3333333333333333,0.0909090909090909,0.5862068965517241,0.51,1.0,2.0,16.0,10.0,29.0,11.0,1.0
distilbert,full,7,default,default,default_sweep,distilbert_full,distilbert_full_s7,0.4898989898989899,0.4146761107373716,0.2222222222222222,0.2857142857142857,0.1818181818181818,0.5172413793103449,0.41,2.0,5.0,13.0,9.0,29.0,11.0,4.0
distilbert,full,11,default,default,default_sweep,distilbert_full,distilbert_full_s11,0.7702020202020202,0.6359176177357995,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7241379310344828,0.535,7.0,4.0,14.0,4.0,29.0,11.0,3.0
distilbert,full,13,default,default,default_sweep,distilbert_full,distilbert_full_s13,0.5909090909090908,0.506333067517278,0.55,0.3793103448275862,1.0,0.3793103448275862,0.5,11.0,18.0,0.0,0.0,29.0,11.0,2.0
distilbert,full,22,default,default,default_sweep,distilbert_full,distilbert_full_s22,0.5176767676767677,0.5410153819244728,0.4615384615384615,0.4,0.5454545454545454,0.5172413793103449,0.56,6.0,9.0,9.0,5.0,29.0,11.0,1.0
distilbert,full,33,default,default,default_sweep,distilbert_full,distilbert_full_s33,0.4949494949494949,0.4904348871740176,0.5789473684210527,0.4074074074074074,1.0,0.4482758620689655,0.3999999999999999,11.0,16.0,2.0,0.0,29.0,11.0,1.0
distilbert,full,42,default,default,default_sweep,distilbert_full,distilbert_full_s42,0.4545454545454546,0.4394694859091144,0.375,0.6,0.2727272727272727,0.6551724137931034,0.4,3.0,2.0,16.0,8.0,29.0,11.0,2.0
distilbert,full,44,default,default,default_sweep,distilbert_full,distilbert_full_s44,0.7222222222222222,0.6518065268065268,0.6451612903225806,0.5,0.9090909090909092,0.6206896551724138,0.615,10.0,10.0,8.0,1.0,29.0,11.0,1.0
distilbert,full,55,default,default,default_sweep,distilbert_full,distilbert_full_s55,0.5454545454545454,0.4771890700120366,0.0,0.0,0.0,0.6206896551724138,0.475,0.0,0.0,18.0,11.0,29.0,11.0,1.0
distilbert,full,66,default,default,default_sweep,distilbert_full,distilbert_full_s66,0.6111111111111112,0.5161266343084525,0.25,0.4,0.1818181818181818,0.5862068965517241,0.565,2.0,3.0,15.0,9.0,29.0,11.0,5.0
distilbert,full,77,default,default,default_sweep,distilbert_full,distilbert_full_s77,0.4924242424242424,0.4418148836809124,0.0,0.0,0.0,0.6206896551724138,0.39,0.0,0.0,18.0,11.0,29.0,11.0,2.0
distilbert,full,88,default,default,default_sweep,distilbert_full,distilbert_full_s88,0.5429292929292928,0.4280855508128235,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.5700000000000001,2.0,2.0,16.0,9.0,29.0,11.0,2.0
distilbert,full,99,default,default,default_sweep,distilbert_full,distilbert_full_s99,0.6515151515151516,0.5861515588788316,0.5641025641025641,0.3928571428571428,1.0,0.4137931034482758,0.5049999999999999,11.0,17.0,1.0,0.0,29.0,11.0,1.0
distilbert,full,100,default,default,default_sweep,distilbert_full,distilbert_full_s100,0.5656565656565656,0.4886768114040841,0.48,0.4285714285714285,0.5454545454545454,0.5517241379310345,0.525,6.0,8.0,10.0,5.0,29.0,11.0,6.0
distilbert,full,111,default,default,default_sweep,distilbert_full,distilbert_full_s111,0.4090909090909091,0.3770871238262542,0.125,0.2,0.0909090909090909,0.5172413793103449,0.425,1.0,4.0,14.0,10.0,29.0,11.0,1.0
distilbert,full,123,default,default,default_sweep,distilbert_full,distilbert_full_s123,0.4696969696969697,0.5466273484122455,0.55,0.3793103448275862,1.0,0.3793103448275862,0.765,11.0,18.0,0.0,0.0,29.0,11.0,1.0
distilbert,full,234,default,default,default_sweep,distilbert_full,distilbert_full_s234,0.4494949494949495,0.3671668108972184,0.0,0.0,0.0,0.6206896551724138,0.44,0.0,0.0,18.0,11.0,29.0,11.0,2.0
distilbert,full,345,default,default,default_sweep,distilbert_full,distilbert_full_s345,0.7373737373737373,0.7145021645021645,0.0,0.0,0.0,0.6206896551724138,0.545,0.0,0.0,18.0,11.0,29.0,11.0,1.0
distilbert,full,456,default,default,default_sweep,distilbert_full,distilbert_full_s456,0.6060606060606061,0.5384681633693491,0.5185185185185185,0.4375,0.6363636363636364,0.5517241379310345,0.5800000000000001,7.0,9.0,9.0,4.0,29.0,11.0,8.0
distilbert,full,567,default,default,default_sweep,distilbert_full,distilbert_full_s567,0.5909090909090908,0.4800963211718361,0.0,0.0,0.0,0.6206896551724138,0.7625,0.0,0.0,18.0,11.0,29.0,11.0,1.0
distilbert,full,678,default,default,default_sweep,distilbert_full,distilbert_full_s678,0.6919191919191919,0.6208392570621672,0.0,0.0,0.0,0.6206896551724138,0.47,0.0,0.0,18.0,11.0,29.0,11.0,2.0
distilbert,full,789,default,default,default_sweep,distilbert_full,distilbert_full_s789,0.5757575757575757,0.5793652095173795,0.48,0.4285714285714285,0.5454545454545454,0.5517241379310345,0.385,6.0,8.0,10.0,5.0,29.0,11.0,3.0
distilbert,full,890,default,default,default_sweep,distilbert_full,distilbert_full_s890,0.4848484848484847,0.3975735893585793,0.55,0.3793103448275862,1.0,0.3793103448275862,0.5525000000000001,11.0,18.0,0.0,0.0,29.0,11.0,1.0
distilbert,full,901,default,default,default_sweep,distilbert_full,distilbert_full_s901,0.5681818181818181,0.5742688064561519,0.1666666666666666,1.0,0.0909090909090909,0.6551724137931034,0.525,1.0,0.0,18.0,10.0,29.0,11.0,2.0
distilbert,full,999,default,default,default_sweep,distilbert_full,distilbert_full_s999,0.2196969696969697,0.2840725055942447,0.5641025641025641,0.3928571428571428,1.0,0.4137931034482758,0.575,11.0,17.0,1.0,0.0,29.0,11.0,1.0
distilbert,full,2024,default,default,default_sweep,distilbert_full,distilbert_full_s2024,0.4924242424242424,0.4903141712455356,0.55,0.3793103448275862,1.0,0.3793103448275862,0.42,11.0,18.0,0.0,0.0,29.0,11.0,1.0
distilbert,full,2025,default,default,default_sweep,distilbert_full,distilbert_full_s2025,0.5378787878787878,0.5251147327617917,0.0,0.0,0.0,0.6206896551724138,0.2625,0.0,0.0,18.0,11.0,29.0,11.0,2.0
distilbert,full,2026,default,default,default_sweep,distilbert_full,distilbert_full_s2026,0.4898989898989898,0.5018987456291532,0.55,0.3793103448275862,1.0,0.3793103448275862,0.545,11.0,18.0,0.0,0.0,29.0,11.0,1.0
distilbert,qa,0,default,default,default_sweep,distilbert_qa,distilbert_qa_s0,0.4937499999999999,0.4567954852165378,0.4444444444444444,0.5,0.4,0.6153846153846154,0.6777777777777778,4.0,4.0,12.0,6.0,26.0,10.0,5.0
distilbert,qa,1,default,default,default_sweep,distilbert_qa,distilbert_qa_s1,0.4499999999999999,0.4527965172082818,0.1538461538461538,0.3333333333333333,0.1,0.5769230769230769,0.6000000000000001,1.0,2.0,14.0,9.0,26.0,10.0,10.0
distilbert,qa,2,default,default,default_sweep,distilbert_qa,distilbert_qa_s2,0.5375,0.5716571790782317,0.5,0.5,0.5,0.6153846153846154,0.5083333333333333,5.0,5.0,11.0,5.0,26.0,10.0,5.0
distilbert,qa,7,default,default,default_sweep,distilbert_qa,distilbert_qa_s7,0.5125,0.4269881588999236,0.0,0.0,0.0,0.6153846153846154,0.5777777777777777,0.0,0.0,16.0,10.0,26.0,10.0,4.0
distilbert,qa,11,default,default,default_sweep,distilbert_qa,distilbert_qa_s11,0.64375,0.6233268610474493,0.3529411764705882,0.4285714285714285,0.3,0.5769230769230769,0.7166666666666667,3.0,4.0,12.0,7.0,26.0,10.0,7.0
distilbert,qa,13,default,default,default_sweep,distilbert_qa,distilbert_qa_s13,0.640625,0.4968266455766456,0.625,0.4545454545454545,1.0,0.5384615384615384,0.4444444444444444,10.0,12.0,4.0,0.0,26.0,10.0,3.0
distilbert,qa,22,default,default,default_sweep,distilbert_qa,distilbert_qa_s22,0.475,0.4059564450296715,0.0,0.0,0.0,0.5769230769230769,0.5222222222222223,0.0,1.0,15.0,10.0,26.0,10.0,3.0
distilbert,qa,33,default,default,default_sweep,distilbert_qa,distilbert_qa_s33,0.346875,0.3425414355465506,0.0,0.0,0.0,0.6153846153846154,0.5666666666666667,0.0,0.0,16.0,10.0,26.0,10.0,2.0
distilbert,qa,42,default,default,default_sweep,distilbert_qa,distilbert_qa_s42,0.375,0.3376399964059811,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.5555555555555556,10.0,16.0,0.0,0.0,26.0,10.0,2.0
distilbert,qa,44,default,default,default_sweep,distilbert_qa,distilbert_qa_s44,0.6000000000000001,0.449010989010989,0.0,0.0,0.0,0.6153846153846154,0.6055555555555555,0.0,0.0,16.0,10.0,26.0,10.0,2.0
distilbert,qa,55,default,default,default_sweep,distilbert_qa,distilbert_qa_s55,0.26875,0.3040042180042179,0.5142857142857142,0.36,0.9,0.3461538461538461,0.65,9.0,16.0,0.0,1.0,26.0,10.0,1.0
distilbert,qa,66,default,default,default_sweep,distilbert_qa,distilbert_qa_s66,0.6375,0.498350309820898,0.6086956521739131,0.5384615384615384,0.7,0.6538461538461539,0.6722222222222223,7.0,6.0,10.0,3.0,26.0,10.0,6.0
distilbert,qa,77,default,default,default_sweep,distilbert_qa,distilbert_qa_s77,0.54375,0.4336693861693861,0.1538461538461538,0.3333333333333333,0.1,0.5769230769230769,0.538888888888889,1.0,2.0,14.0,9.0,26.0,10.0,9.0
distilbert,qa,88,default,default,default_sweep,distilbert_qa,distilbert_qa_s88,0.609375,0.5034321724027606,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.4972222222222222,10.0,16.0,0.0,0.0,26.0,10.0,1.0
distilbert,qa,99,default,default,default_sweep,distilbert_qa,distilbert_qa_s99,0.50625,0.4048840048840049,0.0,0.0,0.0,0.6153846153846154,0.6027777777777777,0.0,0.0,16.0,10.0,26.0,10.0,3.0
distilbert,qa,100,default,default,default_sweep,distilbert_qa,distilbert_qa_s100,0.4062499999999999,0.3812410873440285,0.3809523809523809,0.3636363636363636,0.4,0.5,0.6666666666666667,4.0,7.0,9.0,6.0,26.0,10.0,7.0
distilbert,qa,111,default,default,default_sweep,distilbert_qa,distilbert_qa_s111,0.3625,0.393106028029941,0.1666666666666666,0.5,0.1,0.6153846153846154,0.5055555555555555,1.0,1.0,15.0,9.0,26.0,10.0,4.0
distilbert,qa,123,default,default,default_sweep,distilbert_qa,distilbert_qa_s123,0.43125,0.4511994141124576,0.0,0.0,0.0,0.6153846153846154,0.7777777777777778,0.0,0.0,16.0,10.0,26.0,10.0,1.0
distilbert,qa,234,default,default,default_sweep,distilbert_qa,distilbert_qa_s234,0.45,0.4421856280973928,0.4848484848484848,0.3478260869565217,0.8,0.3461538461538461,0.6499999999999999,8.0,15.0,1.0,2.0,26.0,10.0,4.0
distilbert,qa,345,default,default,default_sweep,distilbert_qa,distilbert_qa_s345,0.584375,0.4994278433984316,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.6944444444444444,10.0,16.0,0.0,0.0,26.0,10.0,3.0
distilbert,qa,456,default,default,default_sweep,distilbert_qa,distilbert_qa_s456,0.4375,0.4263137120877058,0.1538461538461538,0.3333333333333333,0.1,0.5769230769230769,0.6666666666666667,1.0,2.0,14.0,9.0,26.0,10.0,4.0
distilbert,qa,567,default,default,default_sweep,distilbert_qa,distilbert_qa_s567,0.59375,0.5872415084915085,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.7444444444444446,10.0,16.0,0.0,0.0,26.0,10.0,2.0
distilbert,qa,678,default,default,default_sweep,distilbert_qa,distilbert_qa_s678,0.55625,0.431015651015651,0.0,0.0,0.0,0.5769230769230769,0.5666666666666667,0.0,1.0,15.0,10.0,26.0,10.0,2.0
distilbert,qa,789,default,default,default_sweep,distilbert_qa,distilbert_qa_s789,0.54375,0.4743411969530895,0.25,0.3333333333333333,0.2,0.5384615384615384,0.4944444444444444,2.0,4.0,12.0,8.0,26.0,10.0,3.0
distilbert,qa,890,default,default,default_sweep,distilbert_qa,distilbert_qa_s890,0.5718749999999999,0.5498374873918352,0.0,0.0,0.0,0.6153846153846154,0.6666666666666667,0.0,0.0,16.0,10.0,26.0,10.0,4.0
distilbert,qa,901,default,default,default_sweep,distilbert_qa,distilbert_qa_s901,0.64375,0.6395132545771932,0.5555555555555556,0.625,0.5,0.6923076923076923,0.7333333333333334,5.0,3.0,13.0,5.0,26.0,10.0,8.0
distilbert,qa,999,default,default,default_sweep,distilbert_qa,distilbert_qa_s999,0.4499999999999999,0.3883941418059065,0.3529411764705882,0.4285714285714285,0.3,0.5769230769230769,0.675,3.0,4.0,12.0,7.0,26.0,10.0,8.0
distilbert,qa,2024,default,default,default_sweep,distilbert_qa,distilbert_qa_s2024,0.471875,0.428083028083028,0.4827586206896552,0.3684210526315789,0.7,0.4230769230769231,0.5138888888888888,7.0,12.0,4.0,3.0,26.0,10.0,1.0
distilbert,qa,2025,default,default,default_sweep,distilbert_qa,distilbert_qa_s2025,0.55625,0.569526862026862,0.0,0.0,0.0,0.6153846153846154,0.4055555555555555,0.0,0.0,16.0,10.0,26.0,10.0,4.0
distilbert,qa,2026,default,default,default_sweep,distilbert_qa,distilbert_qa_s2026,0.4625,0.3942756716967243,0.0,0.0,0.0,0.5,0.6888888888888889,0.0,3.0,13.0,10.0,26.0,10.0,2.0
distilbert,scripted,0,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s0,0.3333333333333333,0.3397038480662852,0.2352941176470588,0.3333333333333333,0.1818181818181818,0.5517241379310345,0.695,2.0,4.0,14.0,9.0,29.0,11.0,2.0
distilbert,scripted,1,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s1,0.4343434343434343,0.3796505732621884,0.3478260869565217,0.3333333333333333,0.3636363636363636,0.4827586206896552,0.735,4.0,8.0,10.0,7.0,29.0,11.0,4.0
distilbert,scripted,2,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s2,0.409090909090909,0.350738174725284,0.1904761904761904,0.2,0.1818181818181818,0.4137931034482758,0.7350000000000001,2.0,8.0,10.0,9.0,29.0,11.0,7.0
distilbert,scripted,7,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s7,0.3686868686868687,0.3305028831511045,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.4482758620689655,0.61,3.0,8.0,10.0,8.0,29.0,11.0,6.0
distilbert,scripted,11,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s11,0.3636363636363636,0.3896878155380483,0.3,0.3333333333333333,0.2727272727272727,0.5172413793103449,0.72,3.0,6.0,12.0,8.0,29.0,11.0,6.0
distilbert,scripted,13,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s13,0.4242424242424242,0.4141595047994122,0.5263157894736842,0.3703703703703703,0.9090909090909092,0.3793103448275862,0.78,10.0,17.0,1.0,1.0,29.0,11.0,2.0
distilbert,scripted,22,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s22,0.3383838383838384,0.3268818302909212,0.2105263157894736,0.25,0.1818181818181818,0.4827586206896552,0.7250000000000001,2.0,6.0,12.0,9.0,29.0,11.0,4.0
distilbert,scripted,33,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s33,0.4141414141414141,0.3478103217233652,0.2857142857142857,0.3,0.2727272727272727,0.4827586206896552,0.8200000000000002,3.0,7.0,11.0,8.0,29.0,11.0,8.0
distilbert,scripted,42,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s42,0.4797979797979798,0.4923634698634699,0.4615384615384615,0.4,0.5454545454545454,0.5172413793103449,0.8400000000000001,6.0,9.0,9.0,5.0,29.0,11.0,2.0
distilbert,scripted,44,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s44,0.3232323232323232,0.3151258803211235,0.2222222222222222,0.2857142857142857,0.1818181818181818,0.5172413793103449,0.7200000000000001,2.0,5.0,13.0,9.0,29.0,11.0,4.0
distilbert,scripted,55,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s55,0.398989898989899,0.3916388946002622,0.3478260869565217,0.3333333333333333,0.3636363636363636,0.4827586206896552,0.675,4.0,8.0,10.0,7.0,29.0,11.0,9.0
distilbert,scripted,66,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s66,0.4242424242424242,0.376512124239397,0.3,0.3333333333333333,0.2727272727272727,0.5172413793103449,0.785,3.0,6.0,12.0,8.0,29.0,11.0,8.0
distilbert,scripted,77,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s77,0.4494949494949495,0.3745263941384182,0.3157894736842105,0.375,0.2727272727272727,0.5517241379310345,0.6950000000000002,3.0,5.0,13.0,8.0,29.0,11.0,10.0
distilbert,scripted,88,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s88,0.3585858585858586,0.3243353446880166,0.2,0.2222222222222222,0.1818181818181818,0.4482758620689655,0.725,2.0,7.0,11.0,9.0,29.0,11.0,3.0
distilbert,scripted,99,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s99,0.4015151515151515,0.361565539698532,0.2857142857142857,0.3,0.2727272727272727,0.4827586206896552,0.7100000000000001,3.0,7.0,11.0,8.0,29.0,11.0,3.0
distilbert,scripted,100,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s100,0.3106060606060605,0.3031835787816649,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.4482758620689655,0.6900000000000001,3.0,8.0,10.0,8.0,29.0,11.0,3.0
distilbert,scripted,111,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s111,0.3434343434343435,0.3853651806283384,0.2857142857142857,0.3,0.2727272727272727,0.4827586206896552,0.715,3.0,7.0,11.0,8.0,29.0,11.0,4.0
distilbert,scripted,123,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s123,0.4747474747474747,0.3861480391800758,0.2105263157894736,0.25,0.1818181818181818,0.4827586206896552,0.745,2.0,6.0,12.0,9.0,29.0,11.0,10.0
distilbert,scripted,234,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s234,0.3686868686868687,0.3652448655550454,0.375,0.2857142857142857,0.5454545454545454,0.3103448275862069,0.635,6.0,15.0,3.0,5.0,29.0,11.0,3.0
distilbert,scripted,345,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s345,0.4494949494949494,0.4484415072086248,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.5172413793103449,0.74,4.0,7.0,11.0,7.0,29.0,11.0,2.0
distilbert,scripted,456,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s456,0.3585858585858585,0.3315879490879491,0.2857142857142857,0.3,0.2727272727272727,0.4827586206896552,0.655,3.0,7.0,11.0,8.0,29.0,11.0,3.0
distilbert,scripted,567,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s567,0.4040404040404041,0.3480978670452355,0.0,0.0,0.0,0.5517241379310345,0.78,0.0,2.0,16.0,11.0,29.0,11.0,1.0
distilbert,scripted,678,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s678,0.398989898989899,0.3677609427609428,0.1333333333333333,0.25,0.0909090909090909,0.5517241379310345,0.6849999999999999,1.0,3.0,15.0,10.0,29.0,11.0,3.0
distilbert,scripted,789,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s789,0.3939393939393939,0.3739495783506673,0.4,0.3571428571428571,0.4545454545454545,0.4827586206896552,0.65,5.0,9.0,9.0,6.0,29.0,11.0,6.0
distilbert,scripted,890,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s890,0.3888888888888888,0.3453536097076767,0.3333333333333333,0.3076923076923077,0.3636363636363636,0.4482758620689655,0.71,4.0,9.0,9.0,7.0,29.0,11.0,4.0
distilbert,scripted,901,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s901,0.4318181818181817,0.4424519001395269,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.5172413793103449,0.7300000000000001,4.0,7.0,11.0,7.0,29.0,11.0,7.0
distilbert,scripted,999,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s999,0.2575757575757575,0.2969178619922327,0.2142857142857142,0.1764705882352941,0.2727272727272727,0.2413793103448276,0.73,3.0,14.0,4.0,8.0,29.0,11.0,3.0
distilbert,scripted,2024,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s2024,0.4848484848484848,0.3806177994393097,0.3809523809523809,0.4,0.3636363636363636,0.5517241379310345,0.685,4.0,6.0,12.0,7.0,29.0,11.0,8.0
distilbert,scripted,2025,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s2025,0.4747474747474747,0.4268160144642358,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.5172413793103449,0.8000000000000002,4.0,7.0,11.0,7.0,29.0,11.0,5.0
distilbert,scripted,2026,default,default,default_sweep,distilbert_scripted,distilbert_scripted_s2026,0.4393939393939393,0.3999707217098521,0.375,0.6,0.2727272727272727,0.6551724137931034,0.745,3.0,2.0,16.0,8.0,29.0,11.0,4.0
finbert,full,0,default,default,default_sweep,finbert_full,finbert_full_s0,0.3989898989898989,0.3538771276185464,0.3157894736842105,0.375,0.2727272727272727,0.5517241379310345,0.6799999999999999,3.0,5.0,13.0,8.0,29.0,11.0,10.0
finbert,full,1,default,default,default_sweep,finbert_full,finbert_full_s1,0.6313131313131313,0.5978852566890844,0.5625,0.4285714285714285,0.8181818181818182,0.5172413793103449,0.47,9.0,12.0,6.0,2.0,29.0,11.0,1.0
finbert,full,2,default,default,default_sweep,finbert_full,finbert_full_s2,0.595959595959596,0.563025358479904,0.5333333333333333,0.4210526315789473,0.7272727272727273,0.5172413793103449,0.555,8.0,11.0,7.0,3.0,29.0,11.0,3.0
finbert,full,7,default,default,default_sweep,finbert_full,finbert_full_s7,0.452020202020202,0.3914041031432336,0.3809523809523809,0.4,0.3636363636363636,0.5517241379310345,0.5975,4.0,6.0,12.0,7.0,29.0,11.0,10.0
finbert,full,11,default,default,default_sweep,finbert_full,finbert_full_s11,0.6616161616161615,0.5338409906591725,0.5806451612903226,0.45,0.8181818181818182,0.5517241379310345,0.625,9.0,11.0,7.0,2.0,29.0,11.0,3.0
