model,condition,seed,variant,variant_group,run_type,family,run_name,auroc,ap,f1,precision,recall,accuracy,best_val_auroc,tp,fp,tn,fn,n,n_pos,best_epoch
finbert,full,13,default,default,default_sweep,finbert_full,finbert_full_s13,0.6313131313131314,0.621893846893847,0.5,0.8,0.3636363636363636,0.7241379310344828,0.685,4.0,1.0,17.0,7.0,29.0,11.0,2.0
finbert,full,22,default,default,default_sweep,finbert_full,finbert_full_s22,0.5404040404040403,0.4519955488607526,0.5,0.4117647058823529,0.6363636363636364,0.5172413793103449,0.375,7.0,10.0,8.0,4.0,29.0,11.0,2.0
finbert,full,33,default,default,default_sweep,finbert_full,finbert_full_s33,0.5303030303030303,0.3992649304287356,0.2222222222222222,0.2857142857142857,0.1818181818181818,0.5172413793103449,0.445,2.0,5.0,13.0,9.0,29.0,11.0,8.0
finbert,full,42,default,default,default_sweep,finbert_full,finbert_full_s42,0.7424242424242424,0.6637703827612549,0.6896551724137931,0.5555555555555556,0.9090909090909092,0.6896551724137931,0.71,10.0,8.0,10.0,1.0,29.0,11.0,5.0
finbert,full,44,default,default,default_sweep,finbert_full,finbert_full_s44,0.3232323232323232,0.3160794156398627,0.2105263157894736,0.25,0.1818181818181818,0.4827586206896552,0.495,2.0,6.0,12.0,9.0,29.0,11.0,4.0
finbert,full,55,default,default,default_sweep,finbert_full,finbert_full_s55,0.6666666666666667,0.5737411838098337,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.7241379310344828,0.3424999999999999,8.0,5.0,13.0,3.0,29.0,11.0,1.0
finbert,full,66,default,default,default_sweep,finbert_full,finbert_full_s66,0.7828282828282829,0.6836190982930114,0.55,0.3793103448275862,1.0,0.3793103448275862,0.8775,11.0,18.0,0.0,0.0,29.0,11.0,2.0
finbert,full,77,default,default,default_sweep,finbert_full,finbert_full_s77,0.6313131313131314,0.4960390040952701,0.3529411764705882,0.5,0.2727272727272727,0.6206896551724138,0.4499999999999999,3.0,3.0,15.0,8.0,29.0,11.0,1.0
finbert,full,88,default,default,default_sweep,finbert_full,finbert_full_s88,0.4924242424242424,0.4357323120635814,0.55,0.3793103448275862,1.0,0.3793103448275862,0.705,11.0,18.0,0.0,0.0,29.0,11.0,1.0
finbert,full,99,default,default,default_sweep,finbert_full,finbert_full_s99,0.5404040404040404,0.4268864157233141,0.0,0.0,0.0,0.5862068965517241,0.52,0.0,1.0,17.0,11.0,29.0,11.0,2.0
finbert,full,100,default,default,default_sweep,finbert_full,finbert_full_s100,0.404040404040404,0.3521423951657751,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.4482758620689655,0.435,3.0,8.0,10.0,8.0,29.0,11.0,6.0
finbert,full,111,default,default,default_sweep,finbert_full,finbert_full_s111,0.6212121212121212,0.5623306429526524,0.56,0.5,0.6363636363636364,0.6206896551724138,0.74,7.0,7.0,11.0,4.0,29.0,11.0,1.0
finbert,full,123,default,default,default_sweep,finbert_full,finbert_full_s123,0.5151515151515151,0.4153400747052784,0.4347826086956521,0.4166666666666667,0.4545454545454545,0.5517241379310345,0.365,5.0,7.0,11.0,6.0,29.0,11.0,3.0
finbert,full,234,default,default,default_sweep,finbert_full,finbert_full_s234,0.3737373737373737,0.4291984661106918,0.0,0.0,0.0,0.6206896551724138,0.5850000000000001,0.0,0.0,18.0,11.0,29.0,11.0,2.0
finbert,full,345,default,default,default_sweep,finbert_full,finbert_full_s345,0.4368686868686869,0.3653009626969171,0.125,0.2,0.0909090909090909,0.5172413793103449,0.5075,1.0,4.0,14.0,10.0,29.0,11.0,9.0
finbert,full,456,default,default,default_sweep,finbert_full,finbert_full_s456,0.6464646464646464,0.4759459381198512,0.3333333333333333,0.4285714285714285,0.2727272727272727,0.5862068965517241,0.49,3.0,4.0,14.0,8.0,29.0,11.0,7.0
finbert,full,567,default,default,default_sweep,finbert_full,finbert_full_s567,0.3661616161616161,0.3438917839388059,0.3157894736842105,0.375,0.2727272727272727,0.5517241379310345,0.39,3.0,5.0,13.0,8.0,29.0,11.0,8.0
finbert,full,678,default,default,default_sweep,finbert_full,finbert_full_s678,0.5606060606060606,0.4564200720160473,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.5900000000000001,2.0,2.0,16.0,9.0,29.0,11.0,5.0
finbert,full,789,default,default,default_sweep,finbert_full,finbert_full_s789,0.601010101010101,0.4332652641476171,0.0,0.0,0.0,0.5517241379310345,0.52,0.0,2.0,16.0,11.0,29.0,11.0,7.0
finbert,full,890,default,default,default_sweep,finbert_full,finbert_full_s890,0.4545454545454545,0.3618064450352851,0.0,0.0,0.0,0.4827586206896552,0.505,0.0,4.0,14.0,11.0,29.0,11.0,5.0
finbert,full,901,default,default,default_sweep,finbert_full,finbert_full_s901,0.3333333333333333,0.3135037230171481,0.25,0.2307692307692307,0.2727272727272727,0.3793103448275862,0.4499999999999999,3.0,10.0,8.0,8.0,29.0,11.0,7.0
finbert,full,999,default,default,default_sweep,finbert_full,finbert_full_s999,0.6111111111111112,0.5739069011796285,0.2857142857142857,0.6666666666666666,0.1818181818181818,0.6551724137931034,0.5650000000000001,2.0,1.0,17.0,9.0,29.0,11.0,5.0
finbert,full,2024,default,default,default_sweep,finbert_full,finbert_full_s2024,0.4494949494949495,0.3927082418214245,0.3157894736842105,0.375,0.2727272727272727,0.5517241379310345,0.455,3.0,5.0,13.0,8.0,29.0,11.0,3.0
finbert,full,2025,default,default,default_sweep,finbert_full,finbert_full_s2025,0.6262626262626263,0.560964035964036,0.5294117647058824,0.391304347826087,0.8181818181818182,0.4482758620689655,0.595,9.0,14.0,4.0,2.0,29.0,11.0,5.0
finbert,full,2026,default,default,default_sweep,finbert_full,finbert_full_s2026,0.3661616161616161,0.3406131120707923,0.4347826086956521,0.4166666666666667,0.4545454545454545,0.5517241379310345,0.42,5.0,7.0,11.0,6.0,29.0,11.0,8.0
finbert,full,0,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s0_trunc-head,0.3131313131313131,0.3038483560680357,0.0952380952380952,0.1,0.0909090909090909,0.3448275862068966,0.49,1.0,9.0,9.0,10.0,29.0,11.0,5.0
finbert,full,1,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s1_trunc-head,0.3888888888888888,0.4068052318052317,0.125,0.2,0.0909090909090909,0.5172413793103449,0.7949999999999999,1.0,4.0,14.0,10.0,29.0,11.0,10.0
finbert,full,42,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s42_trunc-head,0.5909090909090909,0.5509127937516685,0.375,0.6,0.2727272727272727,0.6551724137931034,0.655,3.0,2.0,16.0,8.0,29.0,11.0,9.0
finbert,full,55,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s55_trunc-head,0.4924242424242424,0.3748362647636695,0.55,0.3793103448275862,1.0,0.3793103448275862,0.55,11.0,18.0,0.0,0.0,29.0,11.0,3.0
finbert,full,111,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s111_trunc-head,0.702020202020202,0.6104827436378238,0.5555555555555556,0.7142857142857143,0.4545454545454545,0.7241379310344828,0.78,5.0,2.0,16.0,6.0,29.0,11.0,1.0
finbert,full,123,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s123_trunc-head,0.3156565656565657,0.310277149750834,0.0,0.0,0.0,0.4827586206896552,0.4099999999999999,0.0,4.0,14.0,11.0,29.0,11.0,8.0
finbert,full,345,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s345_trunc-head,0.5050505050505051,0.3870771929595459,0.0,0.0,0.0,0.5172413793103449,0.575,0.0,3.0,15.0,11.0,29.0,11.0,6.0
finbert,full,789,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s789_trunc-head,0.6060606060606061,0.5015207015207015,0.0,0.0,0.0,0.6206896551724138,0.615,0.0,0.0,18.0,11.0,29.0,11.0,3.0
finbert,full,999,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s999_trunc-head,0.4646464646464646,0.3948626779789372,0.32,0.2857142857142857,0.3636363636363636,0.4137931034482758,0.73,4.0,10.0,8.0,7.0,29.0,11.0,2.0
finbert,full,2024,trunc-head,truncation,ablation,finbert_full_trunc-head,finbert_full_s2024_trunc-head,0.4217171717171717,0.3381717581031694,0.2962962962962963,0.25,0.3636363636363636,0.3448275862068966,0.605,4.0,12.0,6.0,7.0,29.0,11.0,8.0
finbert,full,0,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s0_trunc-middle,0.5,0.3850231064345897,0.0,0.0,0.0,0.6206896551724138,0.3975000000000001,0.0,0.0,18.0,11.0,29.0,11.0,7.0
finbert,full,1,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s1_trunc-middle,0.5757575757575757,0.4205319734108939,0.0,0.0,0.0,0.4827586206896552,0.5874999999999999,0.0,4.0,14.0,11.0,29.0,11.0,10.0
finbert,full,42,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s42_trunc-middle,0.6666666666666667,0.6265481493702909,0.0,0.0,0.0,0.5862068965517241,0.5575,0.0,1.0,17.0,11.0,29.0,11.0,2.0
finbert,full,55,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s55_trunc-middle,0.3863636363636363,0.3449500425329496,0.1428571428571428,0.3333333333333333,0.0909090909090909,0.5862068965517241,0.235,1.0,2.0,16.0,10.0,29.0,11.0,5.0
finbert,full,111,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s111_trunc-middle,0.5151515151515151,0.5029096672958565,0.4827586206896552,0.3888888888888889,0.6363636363636364,0.4827586206896552,0.615,7.0,11.0,7.0,4.0,29.0,11.0,1.0
finbert,full,123,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s123_trunc-middle,0.4974747474747474,0.3768567949975272,0.0,0.0,0.0,0.5862068965517241,0.2875,0.0,1.0,17.0,11.0,29.0,11.0,9.0
finbert,full,345,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s345_trunc-middle,0.3585858585858585,0.3509701927551826,0.1428571428571428,0.3333333333333333,0.0909090909090909,0.5862068965517241,0.315,1.0,2.0,16.0,10.0,29.0,11.0,2.0
finbert,full,789,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s789_trunc-middle,0.6818181818181819,0.5555080884028252,0.0,0.0,0.0,0.6206896551724138,0.6675,0.0,0.0,18.0,11.0,29.0,11.0,2.0
finbert,full,999,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s999_trunc-middle,0.5833333333333334,0.4882121100773138,0.0,0.0,0.0,0.5862068965517241,0.6499999999999999,0.0,1.0,17.0,11.0,29.0,11.0,6.0
finbert,full,2024,trunc-middle,truncation,ablation,finbert_full_trunc-middle,finbert_full_s2024_trunc-middle,0.4797979797979798,0.3844111770582359,0.1333333333333333,0.25,0.0909090909090909,0.5517241379310345,0.415,1.0,3.0,15.0,10.0,29.0,11.0,9.0
finbert,full,0,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s0_lowlr,0.4040404040404041,0.4139114803691607,0.4166666666666667,0.3846153846153846,0.4545454545454545,0.5172413793103449,0.345,5.0,8.0,10.0,6.0,29.0,11.0,8.0
finbert,full,1,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s1_lowlr,0.5505050505050505,0.5835668091856983,0.4285714285714285,1.0,0.2727272727272727,0.7241379310344828,0.65,3.0,0.0,18.0,8.0,29.0,11.0,1.0
finbert,full,42,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s42_lowlr,0.6666666666666666,0.7130589998237057,0.5,0.4615384615384615,0.5454545454545454,0.5862068965517241,0.715,6.0,7.0,11.0,5.0,29.0,11.0,1.0
finbert,full,55,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s55_lowlr,0.5555555555555556,0.5057652310889329,0.4761904761904761,0.5,0.4545454545454545,0.6206896551724138,0.4399999999999999,5.0,5.0,13.0,6.0,29.0,11.0,3.0
finbert,full,111,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s111_lowlr,0.5277777777777777,0.4106536726570011,0.4615384615384615,0.4,0.5454545454545454,0.5172413793103449,0.73,6.0,9.0,9.0,5.0,29.0,11.0,4.0
finbert,full,123,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s123_lowlr,0.5101010101010102,0.4142299750058371,0.5625,0.4285714285714285,0.8181818181818182,0.5172413793103449,0.305,9.0,12.0,6.0,2.0,29.0,11.0,2.0
finbert,full,345,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s345_lowlr,0.4898989898989899,0.3955925592427528,0.5,0.4117647058823529,0.6363636363636364,0.5172413793103449,0.35,7.0,10.0,8.0,4.0,29.0,11.0,4.0
finbert,full,789,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s789_lowlr,0.4292929292929293,0.4459608712390216,0.3448275862068966,0.2777777777777778,0.4545454545454545,0.3448275862068966,0.46,5.0,13.0,5.0,6.0,29.0,11.0,1.0
finbert,full,999,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s999_lowlr,0.601010101010101,0.6118636089657516,0.3076923076923077,1.0,0.1818181818181818,0.6896551724137931,0.655,2.0,0.0,18.0,9.0,29.0,11.0,1.0
finbert,full,2024,lowlr,hyperparam,ablation,finbert_full_lowlr,finbert_full_s2024_lowlr,0.4898989898989899,0.3958742146046221,0.4615384615384615,0.4,0.5454545454545454,0.5172413793103449,0.43,6.0,9.0,9.0,5.0,29.0,11.0,7.0
finbert,full,0,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s0_frozen,0.5202020202020202,0.422884332344405,0.4864864864864865,0.3461538461538461,0.8181818181818182,0.3448275862068966,0.295,9.0,17.0,1.0,2.0,29.0,11.0,3.0
finbert,full,1,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s1_frozen,0.5,0.4655513875114601,0.4285714285714285,0.3529411764705882,0.5454545454545454,0.4482758620689655,0.35,6.0,11.0,7.0,5.0,29.0,11.0,1.0
finbert,full,42,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s42_frozen,0.5176767676767676,0.4287376078958229,0.5384615384615384,0.4666666666666667,0.6363636363636364,0.5862068965517241,0.385,7.0,8.0,10.0,4.0,29.0,11.0,1.0
finbert,full,55,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s55_frozen,0.5555555555555556,0.5331137872720023,0.5185185185185185,0.4375,0.6363636363636364,0.5517241379310345,0.345,7.0,9.0,9.0,4.0,29.0,11.0,1.0
finbert,full,111,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s111_frozen,0.5378787878787878,0.4848034859876966,0.4615384615384615,0.4,0.5454545454545454,0.5172413793103449,0.35,6.0,9.0,9.0,5.0,29.0,11.0,1.0
finbert,full,123,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s123_frozen,0.5202020202020202,0.431670370320564,0.4666666666666667,0.3684210526315789,0.6363636363636364,0.4482758620689655,0.315,7.0,12.0,6.0,4.0,29.0,11.0,14.0
finbert,full,345,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s345_frozen,0.4848484848484848,0.4143731539802854,0.5161290322580645,0.4,0.7272727272727273,0.4827586206896552,0.3299999999999999,8.0,12.0,6.0,3.0,29.0,11.0,1.0
finbert,full,789,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s789_frozen,0.5757575757575757,0.4590170924604186,0.1333333333333333,0.25,0.0909090909090909,0.5517241379310345,0.31,1.0,3.0,15.0,10.0,29.0,11.0,8.0
finbert,full,999,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s999_frozen,0.606060606060606,0.5636295488619327,0.1538461538461538,0.5,0.0909090909090909,0.6206896551724138,0.37,1.0,1.0,17.0,10.0,29.0,11.0,1.0
finbert,full,2024,frozen,hyperparam,ablation,finbert_full_frozen,finbert_full_s2024_frozen,0.5050505050505051,0.4162238144996765,0.5333333333333333,0.4210526315789473,0.7272727272727273,0.5172413793103449,0.31,8.0,11.0,7.0,3.0,29.0,11.0,2.0
finbert,qa,0,default,default,default_sweep,finbert_qa,finbert_qa_s0,0.375,0.3369622044622044,0.2222222222222222,0.25,0.2,0.4615384615384615,0.4833333333333334,2.0,6.0,10.0,8.0,26.0,10.0,8.0
finbert,qa,1,default,default,default_sweep,finbert_qa,finbert_qa_s1,0.5375,0.5259856964500927,0.48,0.4,0.6,0.5,0.575,6.0,9.0,7.0,4.0,26.0,10.0,5.0
finbert,qa,2,default,default,default_sweep,finbert_qa,finbert_qa_s2,0.38125,0.3578505552418596,0.1333333333333333,0.2,0.1,0.5,0.8333333333333334,1.0,4.0,12.0,9.0,26.0,10.0,2.0
finbert,qa,7,default,default,default_sweep,finbert_qa,finbert_qa_s7,0.375,0.3673333912464347,0.4210526315789473,0.4444444444444444,0.4,0.5769230769230769,0.4111111111111111,4.0,5.0,11.0,6.0,26.0,10.0,2.0
finbert,qa,11,default,default,default_sweep,finbert_qa,finbert_qa_s11,0.5499999999999999,0.6189556096077835,0.4615384615384615,1.0,0.3,0.7307692307692307,0.6611111111111111,3.0,0.0,16.0,7.0,26.0,10.0,1.0
finbert,qa,13,default,default,default_sweep,finbert_qa,finbert_qa_s13,0.625,0.6067569930069929,0.3333333333333333,1.0,0.2,0.6923076923076923,0.7722222222222223,2.0,0.0,16.0,8.0,26.0,10.0,1.0
finbert,qa,22,default,default,default_sweep,finbert_qa,finbert_qa_s22,0.68125,0.6514294529000411,0.4444444444444444,0.5,0.4,0.6153846153846154,0.6472222222222223,4.0,4.0,12.0,6.0,26.0,10.0,4.0
finbert,qa,33,default,default,default_sweep,finbert_qa,finbert_qa_s33,0.4125,0.3726964013536903,0.1538461538461538,0.3333333333333333,0.1,0.5769230769230769,0.4666666666666667,1.0,2.0,14.0,9.0,26.0,10.0,4.0
finbert,qa,42,default,default,default_sweep,finbert_qa,finbert_qa_s42,0.55625,0.5665476190476191,0.5714285714285714,0.4444444444444444,0.8,0.5384615384615384,0.6333333333333333,8.0,10.0,6.0,2.0,26.0,10.0,4.0
finbert,qa,44,default,default,default_sweep,finbert_qa,finbert_qa_s44,0.459375,0.3943346822894877,0.1333333333333333,0.2,0.1,0.5,0.5638888888888889,1.0,4.0,12.0,9.0,26.0,10.0,3.0
finbert,qa,55,default,default,default_sweep,finbert_qa,finbert_qa_s55,0.48125,0.3952191814033919,0.125,0.1666666666666666,0.1,0.4615384615384615,0.4222222222222223,1.0,5.0,11.0,9.0,26.0,10.0,6.0
finbert,qa,66,default,default,default_sweep,finbert_qa,finbert_qa_s66,0.4624999999999999,0.5008626499358765,0.2857142857142857,0.2727272727272727,0.3,0.4230769230769231,0.7583333333333333,3.0,8.0,8.0,7.0,26.0,10.0,3.0
finbert,qa,77,default,default,default_sweep,finbert_qa,finbert_qa_s77,0.40625,0.3988436382458121,0.2,0.2,0.2,0.3846153846153846,0.6444444444444445,2.0,8.0,8.0,8.0,26.0,10.0,1.0
finbert,qa,88,default,default,default_sweep,finbert_qa,finbert_qa_s88,0.5531250000000001,0.56111333841597,0.4545454545454545,0.4166666666666667,0.5,0.5384615384615384,0.8944444444444445,5.0,7.0,9.0,5.0,26.0,10.0,2.0
finbert,qa,99,default,default,default_sweep,finbert_qa,finbert_qa_s99,0.46875,0.3716434515776621,0.0,0.0,0.0,0.4230769230769231,0.6166666666666667,0.0,5.0,11.0,10.0,26.0,10.0,7.0
finbert,qa,100,default,default,default_sweep,finbert_qa,finbert_qa_s100,0.51875,0.4202756464904802,0.2352941176470588,0.2857142857142857,0.2,0.5,0.5833333333333333,2.0,5.0,11.0,8.0,26.0,10.0,4.0
finbert,qa,111,default,default,default_sweep,finbert_qa,finbert_qa_s111,0.475,0.3850232919254658,0.0,0.0,0.0,0.6153846153846154,0.8333333333333334,0.0,0.0,16.0,10.0,26.0,10.0,1.0
finbert,qa,123,default,default,default_sweep,finbert_qa,finbert_qa_s123,0.3624999999999999,0.3568796782927217,0.1428571428571428,0.25,0.1,0.5384615384615384,0.4305555555555556,1.0,3.0,13.0,9.0,26.0,10.0,4.0
finbert,qa,234,default,default,default_sweep,finbert_qa,finbert_qa_s234,0.33125,0.3380721452460583,0.3870967741935484,0.2857142857142857,0.6,0.2692307692307692,0.6444444444444444,6.0,15.0,1.0,4.0,26.0,10.0,2.0
finbert,qa,345,default,default,default_sweep,finbert_qa,finbert_qa_s345,0.35,0.3384370892265629,0.4516129032258064,0.3333333333333333,0.7,0.3461538461538461,0.5055555555555555,7.0,14.0,2.0,3.0,26.0,10.0,1.0
finbert,qa,456,default,default,default_sweep,finbert_qa,finbert_qa_s456,0.2249999999999999,0.2862689654761266,0.1176470588235294,0.1428571428571428,0.1,0.4230769230769231,0.4611111111111111,1.0,6.0,10.0,9.0,26.0,10.0,6.0
finbert,qa,567,default,default,default_sweep,finbert_qa,finbert_qa_s567,0.290625,0.3099783257677994,0.1176470588235294,0.1428571428571428,0.1,0.4230769230769231,0.4,1.0,6.0,10.0,9.0,26.0,10.0,5.0
finbert,qa,678,default,default,default_sweep,finbert_qa,finbert_qa_s678,0.4781249999999999,0.4358525387655822,0.0,0.0,0.0,0.6153846153846154,0.6111111111111112,0.0,0.0,16.0,10.0,26.0,10.0,1.0
finbert,qa,789,default,default,default_sweep,finbert_qa,finbert_qa_s789,0.453125,0.3576599870717518,0.0,0.0,0.0,0.4615384615384615,0.5333333333333333,0.0,4.0,12.0,10.0,26.0,10.0,7.0
finbert,qa,890,default,default,default_sweep,finbert_qa,finbert_qa_s890,0.3125,0.3304175210754158,0.1538461538461538,0.3333333333333333,0.1,0.5769230769230769,0.5555555555555556,1.0,2.0,14.0,9.0,26.0,10.0,5.0
finbert,qa,901,default,default,default_sweep,finbert_qa,finbert_qa_s901,0.25625,0.308117884530928,0.0,0.0,0.0,0.6153846153846154,0.7166666666666667,0.0,0.0,16.0,10.0,26.0,10.0,2.0
finbert,qa,999,default,default,default_sweep,finbert_qa,finbert_qa_s999,0.625,0.6665108423231992,0.5333333333333333,0.8,0.4,0.7307692307692307,0.7,4.0,1.0,15.0,6.0,26.0,10.0,3.0
finbert,qa,2024,default,default,default_sweep,finbert_qa,finbert_qa_s2024,0.30625,0.3401994097234035,0.1052631578947368,0.1111111111111111,0.1,0.3461538461538461,0.4777777777777778,1.0,8.0,8.0,9.0,26.0,10.0,8.0
finbert,qa,2025,default,default,default_sweep,finbert_qa,finbert_qa_s2025,0.484375,0.3853156565656566,0.4545454545454545,0.4166666666666667,0.5,0.5384615384615384,0.6305555555555555,5.0,7.0,9.0,5.0,26.0,10.0,2.0
finbert,qa,2026,default,default,default_sweep,finbert_qa,finbert_qa_s2026,0.29375,0.3098604475234909,0.1333333333333333,0.2,0.1,0.5,0.4555555555555555,1.0,4.0,12.0,9.0,26.0,10.0,5.0
finbert,qa,0,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s0_trunc-head,0.43125,0.5075392189808666,0.3529411764705882,0.4285714285714285,0.3,0.5769230769230769,0.4944444444444444,3.0,4.0,12.0,7.0,26.0,10.0,5.0
finbert,qa,1,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s1_trunc-head,0.51875,0.4118072024593763,0.0,0.0,0.0,0.5384615384615384,0.6833333333333333,0.0,2.0,14.0,10.0,26.0,10.0,1.0
finbert,qa,42,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s42_trunc-head,0.7,0.579469696969697,0.6428571428571429,0.5,0.9,0.6153846153846154,0.75,9.0,9.0,7.0,1.0,26.0,10.0,8.0
finbert,qa,55,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s55_trunc-head,0.63125,0.620475226527858,0.4,0.4,0.4,0.5384615384615384,0.6000000000000001,4.0,6.0,10.0,6.0,26.0,10.0,6.0
finbert,qa,111,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s111_trunc-head,0.6031249999999999,0.4482689532689532,0.25,0.3333333333333333,0.2,0.5384615384615384,0.8388888888888889,2.0,4.0,12.0,8.0,26.0,10.0,4.0
finbert,qa,123,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s123_trunc-head,0.390625,0.3876984779925956,0.2857142857142857,0.5,0.2,0.6153846153846154,0.4833333333333333,2.0,2.0,14.0,8.0,26.0,10.0,5.0
finbert,qa,345,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s345_trunc-head,0.4,0.3884756728778468,0.2608695652173913,0.2307692307692307,0.3,0.3461538461538461,0.4888888888888889,3.0,10.0,6.0,7.0,26.0,10.0,3.0
finbert,qa,789,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s789_trunc-head,0.515625,0.4624713736555842,0.5142857142857142,0.36,0.9,0.3461538461538461,0.6416666666666667,9.0,16.0,0.0,1.0,26.0,10.0,2.0
finbert,qa,999,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s999_trunc-head,0.6875,0.5928434065934066,0.6923076923076923,0.5625,0.9,0.6923076923076923,0.7277777777777779,9.0,7.0,9.0,1.0,26.0,10.0,6.0
finbert,qa,2024,trunc-head,truncation,ablation,finbert_qa_trunc-head,finbert_qa_s2024_trunc-head,0.45625,0.3990656565656565,0.4347826086956521,0.3846153846153846,0.5,0.5,0.4777777777777778,5.0,8.0,8.0,5.0,26.0,10.0,6.0
finbert,qa,0,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s0_trunc-middle,0.5187499999999999,0.4308874458874459,0.4545454545454545,0.4166666666666667,0.5,0.5384615384615384,0.6388888888888888,5.0,7.0,9.0,5.0,26.0,10.0,4.0
finbert,qa,1,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s1_trunc-middle,0.375,0.3561927546138073,0.1333333333333333,0.2,0.1,0.5,0.8611111111111112,1.0,4.0,12.0,9.0,26.0,10.0,1.0
finbert,qa,42,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s42_trunc-middle,0.415625,0.3736589880707527,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.7583333333333333,10.0,16.0,0.0,0.0,26.0,10.0,1.0
finbert,qa,55,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s55_trunc-middle,0.525,0.4675732238775717,0.5217391304347826,0.4615384615384615,0.6,0.5769230769230769,0.6611111111111112,6.0,7.0,9.0,4.0,26.0,10.0,4.0
finbert,qa,111,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s111_trunc-middle,0.58125,0.5546992481203008,0.4761904761904761,0.4545454545454545,0.5,0.5769230769230769,0.7611111111111112,5.0,6.0,10.0,5.0,26.0,10.0,3.0
finbert,qa,123,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s123_trunc-middle,0.5062500000000001,0.4302723665223665,0.4210526315789473,0.4444444444444444,0.4,0.5769230769230769,0.65,4.0,5.0,11.0,6.0,26.0,10.0,3.0
finbert,qa,345,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s345_trunc-middle,0.4375,0.3796381980592507,0.25,0.3333333333333333,0.2,0.5384615384615384,0.6388888888888888,2.0,4.0,12.0,8.0,26.0,10.0,3.0
finbert,qa,789,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s789_trunc-middle,0.5875,0.6174496336996337,0.48,0.4,0.6,0.5,0.6111111111111112,6.0,9.0,7.0,4.0,26.0,10.0,2.0
finbert,qa,999,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s999_trunc-middle,0.4375,0.409062852352326,0.4166666666666667,0.3571428571428571,0.5,0.4615384615384615,0.6222222222222222,5.0,9.0,7.0,5.0,26.0,10.0,2.0
