epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6909701294369168,0.21000000000000002,0.24857974858724483,0.0,0.0,0.0,0.5333333333333333,0,4,16,10,30,10,5.035698413848877
2,0.6686350206534067,0.325,0.2955880301607438,0.3157894736842105,0.3333333333333333,0.3,0.5666666666666667,3,6,14,7,30,10,4.665102481842041
3,0.6207175966766145,0.24500000000000005,0.27364451778994503,0.13793103448275862,0.10526315789473684,0.2,0.16666666666666666,2,17,3,8,30,10,4.64626669883728
4,0.45297836677895653,0.265,0.2610378701758012,0.11764705882352941,0.14285714285714285,0.1,0.5,1,6,14,9,30,10,4.601093530654907
5,0.36032988379398984,0.39,0.34510341510341513,0.125,0.16666666666666666,0.1,0.5333333333333333,1,5,15,9,30,10,4.617439031600952
6,0.20935587253835466,0.39,0.32818248163075747,0.23529411764705882,0.2857142857142857,0.2,0.5666666666666667,2,5,15,8,30,10,4.672569513320923
7,0.12070609091056718,0.41000000000000003,0.3425424192665572,0.23529411764705882,0.2857142857142857,0.2,0.5666666666666667,2,5,15,8,30,10,4.670822858810425
8,0.08658530314763387,0.41000000000000003,0.3411535303776683,0.125,0.16666666666666666,0.1,0.5333333333333333,1,5,15,9,30,10,4.701987028121948
9,0.06566572634296285,0.41500000000000004,0.3494868637110016,0.13333333333333333,0.2,0.1,0.5666666666666667,1,4,16,9,30,10,4.690305948257446
10,0.062104448676109314,0.41500000000000004,0.3494868637110017,0.13333333333333333,0.2,0.1,0.5666666666666667,1,4,16,9,30,10,4.691917657852173
