epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6971028634544575,0.7500000000000001,0.6837912087912088,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,112.36883640289307
2,0.6405769128239516,0.7555555555555556,0.6598717948717948,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.99636197090149
3,0.600245620942477,0.7527777777777778,0.6744272445820434,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.57982993125916
4,0.5522165018500704,0.7388888888888889,0.6942857142857143,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.66618061065674
5,0.4623283627584125,0.7722222222222223,0.7172756410256409,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.68622183799744
6,0.35674031476744195,0.7611111111111111,0.6963477698771816,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.71815657615662
7,0.26782966557551513,0.8,0.7469768170426065,0.3333333333333333,1.0,0.2,0.7142857142857143,2,0,18,8,28,10,111.9000985622406
8,0.16824063504199413,0.8055555555555556,0.7234722222222221,0.3333333333333333,1.0,0.2,0.7142857142857143,2,0,18,8,28,10,111.6986973285675
9,0.12855229192328724,0.8111111111111111,0.7311507936507937,0.46153846153846156,1.0,0.3,0.75,3,0,18,7,28,10,111.96371912956238
10,0.07964486790341184,0.8222222222222222,0.7427521008403362,0.3333333333333333,1.0,0.2,0.7142857142857143,2,0,18,8,28,10,111.63776302337646
