epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6989713112513224,0.4222222222222223,0.4393183669603107,0.5405405405405406,0.37037037037037035,1.0,0.39285714285714285,10,17,1,0,28,10,3.134394884109497
2,0.6883869369824728,0.47777777777777775,0.4847946127946128,0.2857142857142857,0.5,0.2,0.6428571428571429,2,2,16,8,28,10,2.892411708831787
3,0.6835196283128526,0.41666666666666674,0.43498596733379347,0.5,0.34615384615384615,0.9,0.35714285714285715,9,17,1,1,28,10,2.76423978805542
4,0.6520505679978265,0.43333333333333335,0.435620887968714,0.4166666666666667,0.35714285714285715,0.5,0.5,5,9,9,5,28,10,2.644740104675293
5,0.6261812978320651,0.55,0.49454149336502273,0.35294117647058826,0.42857142857142855,0.3,0.6071428571428571,3,4,14,7,28,10,2.72601056098938
6,0.5677052670054965,0.5388888888888889,0.4744211344211344,0.3333333333333333,0.375,0.3,0.5714285714285714,3,5,13,7,28,10,2.7807788848876953
7,0.521196809079912,0.6,0.5431390977443609,0.3333333333333333,1.0,0.2,0.7142857142857143,2,0,18,8,28,10,2.6813840866088867
8,0.4345007969273461,0.5,0.4960119047619047,0.23529411764705882,0.2857142857142857,0.2,0.5357142857142857,2,5,13,8,28,10,2.8168885707855225
9,0.39559856719440883,0.5944444444444444,0.5518837442750486,0.3076923076923077,0.6666666666666666,0.2,0.6785714285714286,2,1,17,8,28,10,2.6928136348724365
10,0.3719027009275224,0.6000000000000001,0.5557798481711526,0.2857142857142857,0.5,0.2,0.6428571428571429,2,2,16,8,28,10,2.7168281078338623
