epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6599293554371054,0.6166666666666667,0.6161904761904762,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.5304844379425
2,0.6239049802675392,0.5305555555555556,0.5286363636363636,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.75023818016052
3,0.6545660713631095,0.7694444444444444,0.6441125541125541,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.72477436065674
4,0.6310579390688376,0.8499999999999999,0.841025641025641,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.67155408859253
5,0.6338818870259054,0.8472222222222223,0.8360805860805861,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.80117702484131
6,0.6368803018421838,0.8583333333333334,0.8354545454545454,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.78738760948181
7,0.6188787929713726,0.8527777777777779,0.8316433566433566,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.81910514831543
8,0.6213206989747105,0.8666666666666668,0.8558352758352757,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.0009286403656
9,0.6079085556169351,0.8666666666666667,0.8558352758352759,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.53710532188416
10,0.6037230520988955,0.8666666666666667,0.8558352758352759,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.53113532066345
