epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7009074125025008,0.44,0.31865692640692644,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,9.222034692764282
2,0.7073394788636101,0.405,0.3332051282051282,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,8.953592300415039
3,0.6963810688919492,0.48,0.3555686172065482,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,8.840521335601807
4,0.6854842768775092,0.5,0.3792078392621871,0.5294117647058824,0.375,0.9,0.4666666666666667,9,15,5,1,30,10,8.879980564117432
5,0.682817260424296,0.5025000000000001,0.3699382975516291,0.4827586206896552,0.3684210526315789,0.7,0.5,7,12,8,3,30,10,9.040055990219116
6,0.6644927263259888,0.54,0.40063664596273285,0.42857142857142855,0.3333333333333333,0.6,0.4666666666666667,6,12,8,4,30,10,8.85947871208191
7,0.6076586412058936,0.5800000000000001,0.4154112554112554,0.4444444444444444,0.35294117647058826,0.6,0.5,6,11,9,4,30,10,9.01170039176941
8,0.44949864016638863,0.545,0.3986515010044422,0.38461538461538464,0.3125,0.5,0.4666666666666667,5,11,9,5,30,10,8.864266157150269
9,0.3390965619020992,0.5800000000000001,0.43728237342367776,0.5714285714285714,0.4,1.0,0.5,10,15,5,0,30,10,8.835747241973877
10,0.25942036178376937,0.5800000000000001,0.43942455242966755,0.3333333333333333,0.2857142857142857,0.4,0.4666666666666667,4,10,10,6,30,10,8.816113233566284
