epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6863038606113858,0.43999999999999995,0.33282658517952635,0.0,0.0,0.0,0.6,0,2,18,10,30,10,6.548903942108154
2,0.7079331941074796,0.38,0.30208575737987503,0.375,0.2727272727272727,0.6,0.3333333333333333,6,16,4,4,30,10,5.433480262756348
3,0.6507977743943533,0.4125,0.31849560542301014,0.13333333333333333,0.2,0.1,0.5666666666666667,1,4,16,9,30,10,5.500850200653076
4,0.5365430778927274,0.495,0.3556366459627329,0.45454545454545453,0.4166666666666667,0.5,0.6,5,7,13,5,30,10,5.354860305786133
5,0.3964441617329915,0.5125000000000001,0.39374822392725206,0.4444444444444444,0.35294117647058826,0.6,0.5,6,11,9,4,30,10,5.393042087554932
6,0.2971820955475171,0.5499999999999999,0.4727666451195863,0.45454545454545453,0.4166666666666667,0.5,0.6,5,7,13,5,30,10,5.372535943984985
7,0.21407918673422602,0.565,0.47566519584422395,0.47619047619047616,0.45454545454545453,0.5,0.6333333333333333,5,6,14,5,30,10,5.248262166976929
8,0.15961533163984618,0.5650000000000001,0.4753985507246377,0.5263157894736842,0.5555555555555556,0.5,0.7,5,4,16,5,30,10,5.378305435180664
9,0.15064978847901025,0.5825,0.46952380952380945,0.5,0.5,0.5,0.6666666666666666,5,5,15,5,30,10,5.2797441482543945
10,0.132033233013418,0.5975,0.4766300366300366,0.5263157894736842,0.5555555555555556,0.5,0.7,5,4,16,5,30,10,5.474275350570679
