epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.738087913569282,0.35000000000000003,0.32046703296703294,0.5263157894736842,0.35714285714285715,1.0,0.35714285714285715,10,18,0,0,28,10,4.054103374481201
2,0.6970635582419002,0.38333333333333336,0.3580871579400991,0.26666666666666666,0.4,0.2,0.6071428571428571,2,3,15,8,28,10,3.6845529079437256
3,0.6698942009140464,0.4305555555555556,0.35332417582417586,0.23529411764705882,0.2857142857142857,0.2,0.5357142857142857,2,5,13,8,28,10,3.652578592300415
4,0.617668397286359,0.4027777777777778,0.33936813186813186,0.3157894736842105,0.3333333333333333,0.3,0.5357142857142857,3,6,12,7,28,10,3.6787986755371094
5,0.5340885853066164,0.38055555555555554,0.32749916749916747,0.5,0.42857142857142855,0.6,0.5714285714285714,6,8,10,4,28,10,3.717435598373413
6,0.38679618519895215,0.4444444444444444,0.3652912457912457,0.45454545454545453,0.4166666666666667,0.5,0.5714285714285714,5,7,11,5,28,10,3.682176351547241
7,0.2996808062581455,0.6166666666666667,0.4203138528138528,0.0,0.0,0.0,0.4642857142857143,0,5,13,10,28,10,3.6656439304351807
8,0.1886467959950952,0.5166666666666666,0.3743058403584719,0.2222222222222222,0.25,0.2,0.5,2,6,12,8,28,10,3.7029998302459717
9,0.1524773187497083,0.5194444444444445,0.3769032429558745,0.2222222222222222,0.25,0.2,0.5,2,6,12,8,28,10,3.6577577590942383
10,0.12457956417518504,0.48333333333333334,0.3657631841842368,0.2222222222222222,0.25,0.2,0.5,2,6,12,8,28,10,3.6696572303771973
