epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7043060825930701,0.12500000000000006,0.22972457308218375,0.08,0.06666666666666667,0.1,0.23333333333333334,1,14,6,9,30,10,5.075986862182617
2,0.6977157990137736,0.16500000000000004,0.2436370337438704,0.24242424242424243,0.17391304347826086,0.4,0.16666666666666666,4,19,1,6,30,10,4.6871843338012695
3,0.6257082406017516,0.125,0.22801067323481117,0.0,0.0,0.0,0.4,0,8,12,10,30,10,4.6653947830200195
4,0.48107170893086326,0.19,0.24084782286501089,0.1,0.1,0.1,0.4,1,9,11,9,30,10,4.6870200634002686
5,0.3514349352982309,0.21500000000000002,0.2488066291945602,0.0,0.0,0.0,0.5666666666666667,0,3,17,10,30,10,4.681041240692139
6,0.22308878890342182,0.2,0.24340427993059574,0.1,0.1,0.1,0.4,1,9,11,9,30,10,4.655606746673584
7,0.17680777816308868,0.25,0.2580583087936029,0.0,0.0,0.0,0.4666666666666667,0,6,14,10,30,10,4.675457239151001
8,0.11358290538191795,0.25,0.2666068860145939,0.0,0.0,0.0,0.4666666666666667,0,6,14,10,30,10,4.68640923500061
9,0.10058688227501181,0.2875,0.2817700817700818,0.0,0.0,0.0,0.5666666666666667,0,3,17,10,30,10,4.689324855804443
10,0.09332279219395584,0.28500000000000003,0.2772490414069361,0.0,0.0,0.0,0.5666666666666667,0,3,17,10,30,10,4.702049016952515
