epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7243333657582601,0.5900000000000001,0.45630252100840335,0.38095238095238093,0.36363636363636365,0.4,0.5666666666666667,4,7,13,6,30,10,4.0603883266448975
2,0.6923942135439979,0.755,0.632965367965368,0.5714285714285714,0.4444444444444444,0.8,0.6,8,10,10,2,30,10,3.7192604541778564
3,0.6817050145732032,0.685,0.513968253968254,0.5714285714285714,0.4444444444444444,0.8,0.6,8,10,10,2,30,10,3.7314188480377197
4,0.6332938770453135,0.76,0.755047619047619,0.5714285714285714,0.4444444444444444,0.8,0.6,8,10,10,2,30,10,3.7433571815490723
5,0.5731615556610955,0.7150000000000001,0.5363344988344988,0.0,0.0,0.0,0.6333333333333333,0,1,19,10,30,10,3.7057318687438965
6,0.4819383571545283,0.6974999999999999,0.5603296703296703,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,3.731748342514038
7,0.42523451811737484,0.7700000000000001,0.6533190883190884,0.3076923076923077,0.6666666666666666,0.2,0.7,2,1,19,8,30,10,3.748746395111084
8,0.3382791073785888,0.775,0.6974814814814815,0.6153846153846154,0.5,0.8,0.6666666666666666,8,8,12,2,30,10,3.738382577896118
9,0.2735929617451297,0.7800000000000001,0.6807000407000408,0.42857142857142855,0.75,0.3,0.7333333333333333,3,1,19,7,30,10,3.7095229625701904
10,0.23350204775730768,0.785,0.6820846560846562,0.8,0.8,0.8,0.8666666666666667,8,2,18,2,30,10,3.7357177734375
