epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.693615149049198,0.36666666666666675,0.389339737303124,0.13333333333333333,0.2,0.1,0.5357142857142857,1,4,14,9,28,10,4.047704458236694
2,0.6870090049855849,0.3944444444444445,0.3997765781976308,0.23529411764705882,0.2857142857142857,0.2,0.5357142857142857,2,5,13,8,28,10,3.708050012588501
3,0.6675634664647719,0.40555555555555556,0.40501467343572606,0.3157894736842105,0.3333333333333333,0.3,0.5357142857142857,3,6,12,7,28,10,3.739478826522827
4,0.6494810581207275,0.4055555555555555,0.40043154013742244,0.4444444444444444,0.35294117647058826,0.6,0.4642857142857143,6,11,7,4,28,10,3.696566581726074
5,0.6553486270063064,0.42777777777777776,0.35080855442748027,0.34782608695652173,0.3076923076923077,0.4,0.4642857142857143,4,9,9,6,28,10,3.683022975921631
6,0.6262177088681389,0.3888888888888889,0.32671858642446877,0.4444444444444444,0.35294117647058826,0.6,0.4642857142857143,6,11,7,4,28,10,3.7504286766052246
7,0.6134358048439026,0.44166666666666665,0.3458940596440596,0.38095238095238093,0.36363636363636365,0.4,0.5357142857142857,4,7,11,6,28,10,3.7037909030914307
8,0.6152192704817828,0.3944444444444445,0.3297488894547718,0.34782608695652173,0.3076923076923077,0.4,0.4642857142857143,4,9,9,6,28,10,3.7379724979400635
9,0.6078118594253764,0.39444444444444443,0.3276267362456621,0.3333333333333333,0.2857142857142857,0.4,0.42857142857142855,4,10,8,6,28,10,3.6963930130004883
10,0.5882509070284226,0.4111111111111111,0.3326506596906382,0.34782608695652173,0.3076923076923077,0.4,0.4642857142857143,4,9,9,6,28,10,3.723267078399658
