epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6873211231496599,0.635,0.4298394660894661,0.45454545454545453,0.4166666666666667,0.5,0.6,5,7,13,5,30,10,2.0250051021575928
2,0.7137973871495988,0.51,0.3992241349981288,0.4117647058823529,0.2916666666666667,0.7,0.3333333333333333,7,17,3,3,30,10,1.721404790878296
3,0.7132165862454308,0.6,0.4604126984126984,0.5142857142857142,0.36,0.9,0.43333333333333335,9,16,4,1,30,10,1.7085564136505127
4,0.6688318848609924,0.6100000000000001,0.4378173034694774,0.47619047619047616,0.45454545454545453,0.5,0.6333333333333333,5,6,14,5,30,10,1.7278351783752441
5,0.6833246946334839,0.645,0.4739069264069264,0.3333333333333333,0.375,0.3,0.6,3,5,15,7,30,10,1.716480016708374
6,0.6834699942006005,0.58,0.4558888888888889,0.42424242424242425,0.30434782608695654,0.7,0.36666666666666664,7,16,4,3,30,10,1.702310562133789
7,0.6949194537268745,0.66,0.48744227994227995,0.5714285714285714,0.5454545454545454,0.6,0.7,6,5,15,4,30,10,1.7114739418029785
8,0.6824710236655341,0.595,0.4982071846282372,0.42424242424242425,0.30434782608695654,0.7,0.36666666666666664,7,16,4,3,30,10,1.6919894218444824
9,0.6861695845921835,0.615,0.4399188620416242,0.5217391304347826,0.46153846153846156,0.6,0.6333333333333333,6,7,13,4,30,10,1.7151882648468018
10,0.6721005257632997,0.605,0.49002854633289417,0.41379310344827586,0.3157894736842105,0.6,0.43333333333333335,6,13,7,4,30,10,1.7089028358459473
11,0.6763589978218079,0.635,0.4703400330606213,0.35294117647058826,0.42857142857142855,0.3,0.6333333333333333,3,4,16,7,30,10,1.7113592624664307
12,0.6621910747554567,0.635,0.4805065359477124,0.5714285714285714,0.4444444444444444,0.8,0.6,8,10,10,2,30,10,1.692920207977295
