epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.7902282570089613,0.37999999999999995,0.2981365856365856,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,30.065351963043213
2,0.7183207239423479,0.21750000000000003,0.24305394524959742,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,29.939630270004272
3,0.6969085948807853,0.27249999999999996,0.2577494565678709,0.42105263157894735,0.2857142857142857,0.8,0.26666666666666666,8,20,0,2,30,10,29.895395517349243
4,0.7099473067692348,0.375,0.2946825396825397,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,29.79506754875183
