epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6925095731405904,0.49,0.33279135338345867,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,116.41026067733765
2,0.620094841439947,0.6299999999999999,0.631152875942981,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,117.54085421562195
3,0.5748724893485899,0.655,0.6502446633825945,0.0,0.0,0.0,0.6666666666666666,0,0,20,10,30,10,117.14748406410217
4,0.5049850810453188,0.6525,0.6616933066933067,0.18181818181818182,1.0,0.1,0.7,1,0,20,9,30,10,117.06837797164917
5,0.3913024809184692,0.685,0.6220092226613966,0.18181818181818182,1.0,0.1,0.7,1,0,20,9,30,10,116.25420618057251
6,0.30398268317602734,0.66,0.620307239057239,0.46153846153846156,1.0,0.3,0.7666666666666667,3,0,20,7,30,10,116.24534845352173
7,0.2022959982922716,0.61,0.5735751748251748,0.4,0.6,0.3,0.7,3,2,18,7,30,10,116.13970065116882
8,0.21430135999719124,0.6925,0.6173015873015872,0.4,0.6,0.3,0.7,3,2,18,7,30,10,116.3069760799408
9,0.15294800081337206,0.6699999999999999,0.6096214969241285,0.4,0.6,0.3,0.7,3,2,18,7,30,10,116.17682433128357
10,0.146600383960327,0.66,0.5948319327731092,0.4,0.6,0.3,0.7,3,2,18,7,30,10,115.8652458190918
