epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6966598629951477,0.5025,0.3955425876805187,0.5128205128205128,0.3448275862068966,1.0,0.36666666666666664,10,19,1,0,30,10,5.889538764953613
2,0.6808595657348633,0.59,0.48421855921855916,0.25,0.3333333333333333,0.2,0.6,2,4,16,8,30,10,5.329771280288696
3,0.6922362777921889,0.5000000000000001,0.5286335503576883,0.18181818181818182,1.0,0.1,0.7,1,0,20,9,30,10,5.236639738082886
4,0.6410095658567216,0.54,0.601867816091954,0.42105263157894735,0.4444444444444444,0.4,0.6333333333333333,4,5,15,6,30,10,5.222425937652588
5,0.5176032847828336,0.625,0.6123538780060519,0.47058823529411764,0.5714285714285714,0.4,0.7,4,3,17,6,30,10,4.703056573867798
6,0.4084463185734219,0.595,0.6061396011396012,0.4,0.4,0.4,0.6,4,6,14,6,30,10,4.732928514480591
7,0.27500633812612957,0.645,0.602909497909498,0.45454545454545453,0.4166666666666667,0.5,0.6,5,7,13,5,30,10,4.723531484603882
8,0.17028929541508356,0.6225,0.5844230769230769,0.36363636363636365,0.3333333333333333,0.4,0.5333333333333333,4,8,12,6,30,10,4.826156139373779
9,0.12533111580544049,0.655,0.5990036961089592,0.375,0.5,0.3,0.6666666666666666,3,3,17,7,30,10,4.762999057769775
10,0.10348734259605408,0.6275,0.5890608465608465,0.35294117647058826,0.42857142857142855,0.3,0.6333333333333333,3,4,16,7,30,10,4.804608583450317
