epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6796302682522571,0.5805555555555555,0.5909090909090908,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.53993082046509
2,0.6389494344140544,0.5638888888888889,0.5803820816864295,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.24534869194031
3,0.6432811912487854,0.6194444444444445,0.5732905982905983,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.173992395401
4,0.6246026568114758,0.37777777777777777,0.3507264957264957,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.10116171836853
5,0.6336152079430494,0.6333333333333333,0.5896590909090909,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.07396578788757
6,0.6323192038319327,0.5944444444444446,0.5530647130647132,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.1534252166748
7,0.6216337459556984,0.6416666666666666,0.6407002801120447,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.086252450943
8,0.6118438864747683,0.6777777777777778,0.6524818318935965,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.197261095047
9,0.603576254776933,0.6166666666666667,0.5984684397727876,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.07449674606323
10,0.5929006589858821,0.6055555555555556,0.5579197427959037,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,109.0570662021637
