epoch,train_loss,val_auroc,val_ap,val_f1,val_precision,val_recall,val_accuracy,val_tp,val_fp,val_tn,val_fn,val_n,val_n_pos,elapsed_sec
1,0.6615848078420667,0.7138888888888889,0.606296992481203,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.14141893386841
2,0.6369728802731542,0.6333333333333333,0.5631103678929765,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.5438437461853
3,0.5695209772975156,0.75,0.6386703063018851,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,111.24275350570679
4,0.5033546682785858,0.7055555555555555,0.5231782106782107,0.0,0.0,0.0,0.6428571428571429,0,0,18,10,28,10,110.88460969924927
5,0.3786478833238961,0.6611111111111111,0.4880985680985681,0.0,0.0,0.0,0.6071428571428571,0,1,17,10,28,10,110.84833431243896
6,0.33555794041603804,0.7111111111111111,0.5253180153180153,0.15384615384615385,0.3333333333333333,0.1,0.6071428571428571,1,2,16,9,28,10,110.69993376731873
